"year","iddist","pop_landscan"
"2023","040501",1942
"2017","040506",667.8
"2018","040506",753
"2019","040506",754.3
"2020","040506",1785.8
"2021","040506",1769.9
"2022","040506",1790.4
"2023","040506",1756.1
"2017","040608",1241.8
"2018","040608",994.4
"2019","040608",996.9
"2020","040608",2732.4
"2021","040608",2369.4
"2022","040608",2295.5
"2023","040608",2170.8
"2017","040509",203.7
"2018","040509",230.5
"2019","040509",233.9
"2020","040509",850.8
"2021","040509",846.5
"2022","040509",842.4
"2023","040509",840.7
"2017","040313",878.1
"2018","040313",594.5
"2019","040313",401.7
"2020","040313",612.1
"2021","040313",397.1
"2022","040313",305.9
"2023","040313",315.4
"2017","040408",1808.7
"2018","040408",1456.9
"2019","040408",1470.8
"2020","040408",1574.3
"2021","040408",1590.4
"2022","040408",1587.4
"2023","040408",1557.3
"2017","040304",823.4
"2018","040304",767.1
"2019","040304",548.9
"2020","040304",1371.9
"2021","040304",906.8
"2022","040304",904
"2023","040304",924.5
"2017","210105",6233.9
"2018","210105",5594.5
"2019","210105",5543.3
"2020","210105",11086
"2021","210105",10875.3
"2022","210105",10893.5
"2023","210105",10945.2
"2017","210702",4432.5
"2018","210702",3499.9
"2019","210702",3511.3
"2020","210702",5456.7
"2021","210702",5385.4
"2022","210702",5390.9
"2023","210702",5472
"2017","040513",495.4
"2018","040513",588.2
"2019","040513",588.4
"2020","040513",1193.9
"2021","040513",1185.8
"2022","040513",1303.7
"2023","040513",1600.1
"2017","210904",974.5
"2018","210904",680.9
"2019","210904",682.8
"2020","210904",1886.9
"2021","210904",1859.5
"2022","210904",1836.4
"2023","210904",1868.4
"2017","211104",6663.1
"2018","211104",8920.7
"2019","211104",8989.1
"2020","211104",19777.1
"2021","211104",19985.5
"2022","211104",20027.9
"2023","211104",19980.3
"2017","210902",941.4
"2018","210902",651.6
"2019","210902",659
"2020","210902",1937.9
"2021","210902",1912.3
"2022","210902",1885.9
"2023","210902",1872.9
"2017","040604",304.5
"2018","040604",230.5
"2019","040604",233.5
"2020","040604",752.6
"2021","040604",661.3
"2022","040604",653.5
"2023","040604",675.7
"2017","040309",880.1
"2018","040309",5595.3
"2019","040309",4179.1
"2020","040309",4390.6
"2021","040309",3257
"2022","040309",2745.2
"2023","040309",3098.1
"2017","040518",1144.9
"2018","040518",1302.3
"2019","040518",1302.3
"2020","040518",497.8
"2021","040518",493.4
"2022","040518",490.4
"2023","040518",474.8
"2017","210605",5525.9
"2018","210605",5118.4
"2019","210605",5155.2
"2020","210605",6265.1
"2021","210605",6303.7
"2022","210605",6312.7
"2023","210605",6048.4
"2017","040402",4005.4
"2018","040402",3213.6
"2019","040402",3265.6
"2020","040402",2099.3
"2021","040402",2119.3
"2022","040402",2120.3
"2023","040402",1909.4
"2017","040306",4470.1
"2018","040306",4846.9
"2019","040306",3406.2
"2020","040306",1904.8
"2021","040306",1231.9
"2022","040306",946.9
"2023","040306",976
"2017","040510",1484
"2018","040510",1683
"2019","040510",1685
"2020","040510",1093.6
"2021","040510",1081.8
"2022","040510",1088.3
"2023","040510",1039.8
"2017","040312",3684.7
"2018","040312",2551.9
"2019","040312",3109.1
"2020","040312",2536.7
"2021","040312",2981.1
"2022","040312",3135.8
"2023","040312",3208.4
"2017","210709",9980.7
"2018","210709",7966.8
"2019","210709",8284.3
"2020","210709",4043.6
"2021","210709",4343
"2022","210709",4364.7
"2023","210709",4559.7
"2017","211101",151448.6
"2018","211101",181923.2
"2019","211101",183495.3
"2020","211101",176150
"2021","211101",177863.8
"2022","211101",178248.1
"2023","211101",179068.9
"2017","030607",4819.8
"2018","030607",3979.3
"2019","030607",3989.3
"2020","030607",2694.3
"2021","030607",2657.8
"2022","030607",2655.8
"2023","030607",2633
"2017","100502",3453.7
"2018","100502",2572
"2019","100502",2570.1
"2020","100502",1554.5
"2021","100502",1551.2
"2022","100502",1681.4
"2023","100502",1817.7
"2017","021805",4742.4
"2018","021805",4865.1
"2019","021805",4911.1
"2020","021805",7928.3
"2021","021805",7993.3
"2022","021805",8017.8
"2023","021805",7055.2
"2017","020305",2738.8
"2018","020305",2186.9
"2019","020305",2628.1
"2020","020305",3340
"2021","020305",4077.2
"2022","020305",4350.7
"2023","020305",4342
"2017","021803",2692.1
"2018","021803",2767.7
"2019","021803",2793.4
"2020","021803",2772.9
"2021","021803",2797.1
"2022","021803",2804
"2023","021803",2602.5
"2017","020301",5245.5
"2018","020301",3879.5
"2019","020301",3592.7
"2020","020301",3583.8
"2021","020301",3284.8
"2022","020301",3165.5
"2023","020301",3060.9
"2017","021809",31830
"2018","021809",32719.9
"2019","021809",33022
"2020","021809",34357.7
"2021","021809",34655.5
"2022","021809",34733.1
"2023","021809",33454.1
"2017","022001",13269.7
"2018","022001",10185.1
"2019","022001",10598.2
"2020","022001",16628.2
"2021","022001",16537.8
"2022","022001",16569.8
"2023","022001",16565.6
"2017","100403",6489.4
"2018","100403",4943.5
"2019","100403",4932.9
"2020","100403",2733.5
"2021","100403",2749.7
"2022","100403",2750.7
"2023","100403",2678.9
"2017","021203",3345
"2018","021203",3239.3
"2019","021203",3148.6
"2020","021203",2247.8
"2021","021203",2226.6
"2022","021203",2228.6
"2023","021203",2245.8
"2017","021806",8527.3
"2018","021806",8777.9
"2019","021806",8869.3
"2020","021806",9745.5
"2021","021806",9823
"2022","021806",9861.8
"2023","021806",9828.8
"2017","021206",12506.3
"2018","021206",12248.2
"2019","021206",12049.2
"2020","021206",8826.5
"2021","021206",8766.6
"2022","021206",8768.8
"2023","021206",8938.7
"2017","020701",14392.4
"2018","020701",11138.1
"2019","020701",10873.1
"2020","020701",10586.5
"2021","020701",10048.6
"2022","020701",9740.2
"2023","020701",9682.2
"2017","020303",622.1
"2018","020303",532
"2019","020303",584.5
"2020","020303",1051.9
"2021","020303",950.7
"2022","020303",937
"2023","020303",995.8
"2017","021808",8608
"2018","021808",8888.4
"2019","021808",8974.3
"2020","021808",8662.1
"2021","021808",8743.9
"2022","021808",8763.9
"2023","021808",8393.1
"2017","021201",16055.6
"2018","021201",14361.9
"2019","021201",14275.3
"2020","021201",17537.8
"2021","021201",17382.6
"2022","021201",17440.4
"2023","021201",17859.9
"2017","020903",526.5
"2018","020903",421.8
"2019","020903",350.8
"2020","020903",696.4
"2021","020903",664.3
"2022","020903",649.7
"2023","020903",601.3
"2017","021603",11554
"2018","021603",9759.3
"2019","021603",9594
"2020","021603",7726.5
"2021","021603",7646.3
"2022","021603",8249.8
"2023","021603",8026.6
"2017","210809",6535.3
"2018","210809",5387.8
"2019","210809",5363.8
"2020","210809",5467
"2021","210809",5285.6
"2022","210809",5290.9
"2023","210809",5240.2
"2017","080805",7057.9
"2018","080805",6046.7
"2019","080805",6350.8
"2020","080805",6632.4
"2021","080805",5397.8
"2022","080805",5405
"2023","080805",5363
"2017","210201",29897.6
"2018","210201",23239.9
"2019","210201",23479.8
"2020","210201",17761
"2021","210201",17900.5
"2022","210201",17943.2
"2023","210201",17514.8
"2017","080801",26720.7
"2018","080801",23285.3
"2019","080801",19080
"2020","080801",19284.1
"2021","080801",18789.4
"2022","080801",18823.2
"2023","080801",18968.6
"2017","110301",24337.3
"2018","110301",28785.1
"2019","110301",29027.5
"2020","110301",31667.6
"2021","110301",31926.6
"2022","110301",31997.3
"2023","110301",32043.8
"2017","211004",7572
"2018","211004",5044.8
"2019","211004",4082
"2020","211004",5242.1
"2021","211004",4252.6
"2022","211004",3883.5
"2023","211004",3932.3
"2017","210801",18381.9
"2018","210801",15431.6
"2019","210801",15426.2
"2020","210801",13048
"2021","210801",12615.6
"2022","210801",12602.6
"2023","210801",12970.7
"2017","040806",5002.4
"2018","040806",3745.9
"2019","040806",3777.8
"2020","040806",1930.4
"2021","040806",1950.1
"2022","040806",1940.8
"2023","040806",2018.6
"2017","040804",3497.1
"2018","040804",2506.6
"2019","040804",2519.8
"2020","040804",2307.3
"2021","040804",2326.5
"2022","040804",2373.5
"2023","040804",2372.5
"2017","080808",2636.4
"2018","080808",2225.9
"2019","080808",3231.9
"2020","080808",3913.1
"2021","080808",3391.4
"2022","080808",3395.1
"2023","080808",3355.9
"2017","040603",7550
"2018","040603",6172.1
"2019","040603",6181.4
"2020","040603",4619.4
"2021","040603",5988.8
"2022","040603",6265.4
"2023","040603",5837.8
"2017","080806",3502.1
"2018","080806",3003.8
"2019","080806",3135.8
"2020","080806",4079.9
"2021","080806",3617.2
"2022","080806",3637.8
"2023","080806",3659.6
"2017","101104",9300.8
"2018","101104",5532.1
"2019","101104",5495
"2020","101104",3488.6
"2021","101104",3452.8
"2022","101104",3463
"2023","101104",3506
"2017","020104",5447.3
"2018","020104",5954.4
"2019","020104",5939.8
"2020","020104",4049.8
"2021","020104",4074.1
"2022","020104",4081.7
"2023","020104",3591.7
"2017","021701",3349.7
"2018","021701",3111.6
"2019","021701",3083.1
"2020","021701",4764.1
"2021","021701",4685.2
"2022","021701",4683.9
"2023","021701",4770.4
"2017","100323",415.4
"2018","100323",268.4
"2019","100323",267.8
"2020","100323",2112.7
"2021","100323",2113.5
"2022","100323",2133.6
"2023","100323",2069.7
"2017","021710",1374.7
"2018","021710",1062.6
"2019","021710",1080.6
"2020","021710",2322.3
"2021","021710",2268.4
"2022","021710",2268.3
"2023","021710",2253.4
"2017","101004",3333.4
"2018","101004",1682
"2019","101004",1675.9
"2020","101004",1043.5
"2021","101004",1054
"2022","101004",1095.3
"2023","101004",1048.3
"2017","020501",3766.3
"2018","020501",2787.3
"2019","020501",2741
"2020","020501",1983.9
"2021","020501",1972
"2022","020501",2013.1
"2023","020501",2011.3
"2017","100201",12645.5
"2018","100201",10917.8
"2019","100201",10965.4
"2020","100201",11905.7
"2021","100201",11904.7
"2022","100201",11919.5
"2023","100201",12046
"2017","060103",1127.1
"2018","060103",1219.2
"2019","060103",1224.7
"2020","060103",3078.2
"2021","060103",3108.2
"2022","060103",3112.3
"2023","060103",3126.2
"2017","130301",6457.3
"2018","130301",5338.1
"2019","130301",5376.8
"2020","130301",3379.2
"2021","130301",3366.2
"2022","130301",3632.6
"2023","130301",3229.8
"2017","130403",9745.6
"2018","130403",9524.5
"2019","130403",9546.6
"2020","130403",10275.7
"2021","130403",10179.7
"2022","130403",10179.7
"2023","130403",10016.9
"2017","220601",11466.4
"2018","220601",16476.4
"2019","220601",17649.7
"2020","220601",17740.5
"2021","220601",20670.2
"2022","220601",21658.8
"2023","220601",25975.6
"2017","061007",8270
"2018","061007",7324.6
"2019","061007",7409.5
"2020","061007",9760.6
"2021","061007",9833.2
"2022","061007",10042.1
"2023","061007",10597.1
"2017","220405",2173.5
"2018","220405",2294.2
"2019","220405",2683.1
"2020","220405",2945.6
"2021","220405",4870.3
"2022","220405",5314.5
"2023","220405",5200.7
"2017","140104",539.2
"2018","140104",537.1
"2019","140104",521.3
"2020","140104",519.1
"2021","140104",819.5
"2022","140104",828.5
"2023","140104",471.5
"2017","220403",603.4
"2018","220403",1016.4
"2019","220403",1054.9
"2020","220403",1014.2
"2021","220403",1419.3
"2022","220403",1541.4
"2023","220403",1537.7
"2017","060305",940.9
"2018","060305",797.1
"2019","060305",800.4
"2020","060305",746.8
"2021","060305",750.5
"2022","060305",746.8
"2023","060305",738
"2017","020503",278.7
"2018","020503",217.6
"2019","020503",217.1
"2020","020503",1014.8
"2021","020503",1005.8
"2022","020503",977.1
"2023","020503",1028.9
"2017","020505",1930.3
"2018","020505",1463.8
"2019","020505",1446.3
"2020","020505",1747
"2021","020505",1732.3
"2022","020505",1697.2
"2023","020505",1680.6
"2017","020107",8721
"2018","020107",9554.9
"2019","020107",9581.3
"2020","020107",2312.9
"2021","020107",2322
"2022","020107",2326.7
"2023","020107",2337.8
"2017","100316",2434.4
"2018","100316",1645.4
"2019","100316",1643.4
"2020","100316",1348.4
"2021","100316",1347.2
"2022","100316",1341.6
"2023","100316",1292.2
"2017","020103",1122
"2018","020103",1224.7
"2019","020103",1220.6
"2020","020103",1145.7
"2021","020103",1152.1
"2022","020103",1154.7
"2023","020103",1069.8
"2017","020108",8205.5
"2018","020108",4704.6
"2019","020108",4705.7
"2020","020108",7012.7
"2021","020108",7062.6
"2022","020108",7068.5
"2023","020108",6966
"2017","020109",8117.4
"2018","020109",8931.1
"2019","020109",8910.3
"2020","020109",5777.3
"2021","020109",5808.7
"2022","020109",5820.1
"2023","020109",5678.1
"2017","021404",288.2
"2018","021404",211.7
"2019","021404",212.7
"2020","021404",136.6
"2021","021404",139.6
"2022","021404",140.4
"2023","021404",244.4
"2017","021010",4828.4
"2018","021010",4707.3
"2019","021010",4517.3
"2020","021010",2696.7
"2021","021010",2724.4
"2022","021010",2671.4
"2023","021010",2882.2
"2017","021510",3575.8
"2018","021510",2649
"2019","021510",2654.7
"2020","021510",2198.8
"2021","021510",2194.8
"2022","021510",2192.7
"2023","021510",1943.6
"2017","020901",1087
"2018","020901",901.2
"2019","020901",814.8
"2020","020901",1169.8
"2021","020901",1117
"2022","020901",1100.7
"2023","020901",1027
"2017","100701",4755.9
"2018","100701",4509.7
"2019","100701",4567.8
"2020","100701",8447.8
"2021","100701",8489
"2022","100701",8030.3
"2023","100701",8135.1
"2017","020902",381.4
"2018","020902",297.2
"2019","020902",259.6
"2020","020902",631.1
"2021","020902",595.3
"2022","020902",585.4
"2023","020902",583.2
"2017","090613",2305.3
"2018","090613",1556.2
"2019","090613",1570.4
"2020","090613",2365.8
"2021","090613",2591.3
"2022","090613",2846.2
"2023","090613",2804.5
"2017","210308",2866.3
"2018","210308",2700.9
"2019","210308",2759.8
"2020","210308",3195.1
"2021","210308",3211.7
"2022","210308",3193
"2023","210308",3196.8
"2017","081202",3181.1
"2018","081202",3169.9
"2019","081202",3174.9
"2020","081202",3774.4
"2021","081202",5525.4
"2022","081202",6029.7
"2023","081202",6010.9
"2017","110507",18565.3
"2018","110507",20356.9
"2019","110507",22375
"2020","110507",21827
"2021","110507",27383.5
"2022","110507",32846.8
"2023","110507",33234.4
"2017","030204",2331.7
"2018","030204",2179.5
"2019","030204",2180.4
"2020","030204",4780.6
"2021","030204",4787.5
"2022","030204",4778.6
"2023","030204",4900.8
"2017","110504",2761
"2018","110504",2919.7
"2019","110504",2711.3
"2020","110504",8028.5
"2021","110504",6847.7
"2022","110504",6192.1
"2023","110504",6187.8
"2017","210102",21244.3
"2018","210102",19294.8
"2019","210102",19228.5
"2020","210102",39329.9
"2021","210102",39114.8
"2022","210102",39189.1
"2023","210102",39674.8
"2017","210109",5859.9
"2018","210109",4967.8
"2019","210109",5070.4
"2020","210109",4790.3
"2021","210109",4839.3
"2022","210109",4851.3
"2023","210109",4841
"2017","210115",8541.1
"2018","210115",7585.7
"2019","210115",7504.6
"2020","210115",6560.7
"2021","210115",6454.7
"2022","210115",6459.3
"2023","210115",6575.7
"2017","040405",1682.1
"2018","040405",1350.1
"2019","040405",1367
"2020","040405",1516
"2021","040405",1527.5
"2022","040405",1527.5
"2023","040405",1504.4
"2017","040504",7504.3
"2018","040504",8503.2
"2019","040504",8511.6
"2020","040504",4870.4
"2021","040504",4920.2
"2022","040504",4945.8
"2023","040504",5180.6
"2017","040516",1180.2
"2018","040516",3643.1
"2019","040516",3809.1
"2020","040516",3352
"2021","040516",3389.9
"2022","040516",3382.7
"2023","040516",3276.1
"2017","210607",5271.2
"2018","210607",4196.8
"2019","210607",4261.3
"2020","210607",14198.2
"2021","210607",14278.2
"2022","210607",14287.5
"2023","210607",14504.7
"2017","020402",982
"2018","020402",1781.4
"2019","020402",2747.6
"2020","020402",2435.7
"2021","020402",3391.3
"2022","020402",3352.3
"2023","020402",3078.8
"2017","021901",655.6
"2018","021901",527.8
"2019","021901",543.1
"2020","021901",928.8
"2021","021901",887.6
"2022","021901",883.3
"2023","021901",858.1
"2017","021507",358
"2018","021507",262.7
"2019","021507",262.5
"2020","021507",359.1
"2021","021507",359.1
"2022","021507",358.1
"2023","021507",359.9
"2017","021104",1033.6
"2018","021104",747.5
"2019","021104",571
"2020","021104",970.1
"2021","021104",715.9
"2022","021104",592.5
"2023","021104",570.1
"2017","101102",1155.8
"2018","101102",668.8
"2019","101102",663.1
"2020","101102",1185.5
"2021","101102",1173.9
"2022","101102",1175.4
"2023","101102",1166.4
"2017","020504",3189.3
"2018","020504",1793.7
"2019","020504",1936.1
"2020","020504",2495.4
"2021","020504",2493.7
"2022","020504",2426.9
"2023","020504",2426.5
"2017","100301",9241.2
"2018","100301",6151.8
"2019","100301",6274.8
"2020","100301",5153.9
"2021","100301",5254.5
"2022","100301",5324.3
"2023","100301",5522.2
"2017","020205",390.9
"2018","020205",280.8
"2019","020205",270.1
"2020","020205",280.1
"2021","020205",273.1
"2022","020205",269.8
"2023","020205",315.3
"2017","101106",5331.7
"2018","101106",3095.6
"2019","101106",3097.1
"2020","101106",3949.5
"2021","101106",3917.9
"2022","101106",3922.7
"2023","101106",3752
"2017","020203",234.1
"2018","020203",171.7
"2019","020203",175.1
"2020","020203",234.2
"2021","020203",232.2
"2022","020203",233.2
"2023","020203",212.1
"2017","020204",3435.9
"2018","020204",2779.1
"2019","020204",2855.2
"2020","020204",2372.7
"2021","020204",2439.8
"2022","020204",2446.1
"2023","020204",2344.6
"2017","100307",4988.9
"2018","100307",3331.3
"2019","100307",3325.9
"2020","100307",3091.2
"2021","100307",3091.3
"2022","100307",3077.9
"2023","100307",3200.2
"2017","100313",9931.5
"2018","100313",6662.7
"2019","100313",6787.1
"2020","100313",7664.8
"2021","100313",7824.4
"2022","100313",7794.9
"2023","100313",7420.2
"2017","020111",13682.4
"2018","020111",15082.6
"2019","020111",15083.5
"2020","020111",9258.8
"2021","020111",9316
"2022","020111",9334.5
"2023","020111",9406.7
"2017","100508",1426.7
